Tags,Package,Name,Verdict,Useful?/Replayable?,Best?,REPL-less?,GUI?,Windowed?,Starts fast?,Runs fast?,Install Cost,Home Cost,Rank,Notes
science physics,clhep,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier (new name?)"
science physics,espresso++,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science physics simulations,fdmnes,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science physics,gate,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science physics,geant321,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science physics,geant4,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science physics,jfreemesh,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science physics,libroot-math-mlp-dev,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science physics,libroot-montecarlo-vmc-dev,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science physics,libroot-tmva-dev,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science physics,spis,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science physics,tessa,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science physics,tessa-mpi,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science psychophysics,visionegg,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science robotics,choreonoid,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science robotics,d-collide,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science robotics,morse-simulator,,FAIL,,,,,,,,,,,"in Debian 10 and unstable, but not 11 or 12"
science robotics,openhrp,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science robotics,openrave,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science robotics,openrtm,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science robotics,orocos-ocl,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science robotics,orocos-rtt,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science robotics,roboop,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science robotics,robot-player,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science robotics,rtnet,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science robotics,solid,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier (new name?)"
science simulations,libgismo-dev,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science simulations,libkim-api-v2-models,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science simulations,python3-woo,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science simulations,radiance,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science statistics,r-cran-fcalendar,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science statistics,r-cran-fecofin,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science statistics,r-cran-rpvm,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science statistics,rstudio,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science typesetting,bibus,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science typesetting,gpapers,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science typesetting,libqtexengine-dev,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science typesetting,luasseq,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science typesetting,openoffice.org-dmaths,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science typesetting,pybliographer,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science typesetting,pymarc,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science typesetting,quaneko,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science typesetting,referencer,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science typesetting,texlive-math-extra,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science typesetting,texmacs,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science typesetting,transfig,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science typesetting,xul-ext-zotero,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science typesetting,zotero-standalone,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science viewing,cassandra,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science viewing,ifrit,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science viewing,libgrits-dev,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science viewing,libqglviewer-dev,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science viewing,libqglviewer2,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science viewing,ovito,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science viewing,pgfplots,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science viewing,plotdrop,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science viewing,rlplot,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science viewing,scidavis,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science viewing,visit,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science viewing,worldwind,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science workflow,pegasus-wms,,FAIL,,,,,,,,,,,"Dead since Debian 10"
games PrisonPC,ember-media,,FAIL,,,,,,,,240,,87854,"Dead since Debian 10.  (Assets for a MMO client; the client itself is gone.)"
games PrisonPC,alephone,,SKIP,,,,,,,,,,,"See marathon-trilogy.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,fillets-ng-data-cs,,SKIP,,,,,,,,,,,"See fillets-ng.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,fillets-ng-data-nl,,SKIP,,,,,,,,,,,"See fillets-ng.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,hyperrogue-music,,SKIP,,,,,,,,,,,"See hyperrogue.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
education electronics,kicad-doc-en,,SKIP,,,,,,,,25,,103476,"See kicad.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-basic-materials,,SKIP,,,,,,,,12,,153452,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-character-creator,,SKIP,,,,,,,,12,,153453,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-craftguide,,SKIP,,,,,,,,12,,153454,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-currency,,SKIP,,,,,,,,12,,153455,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-ethereal,,SKIP,,,,,,,,12,,153456,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-homedecor,,SKIP,,,,,,,,14,,153457,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-infinite-chest,,SKIP,,,,,,,,12,,153458,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-intllib,,SKIP,,,,,,,,12,,153459,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-lucky-block,,SKIP,,,,,,,,12,,153460,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-maidroid,,SKIP,,,,,,,,12,,153461,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-mesecons,,SKIP,,,,,,,,15,,153462,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-mobs-redo,,SKIP,,,,,,,,12,,153466,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-moreblocks,,SKIP,,,,,,,,12,,153467,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-moreores,,SKIP,,,,,,,,12,,153468,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-nether,,SKIP,,,,,,,,12,,153469,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-pipeworks,,SKIP,,,,,,,,12,,153470,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-player-3d-armor,,SKIP,,,,,,,,12,,153471,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-protector,,SKIP,,,,,,,,12,,153472,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-pycraft,,SKIP,,,,,,,,12,,153473,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-quartz,,SKIP,,,,,,,,12,,153474,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-skyblock,,SKIP,,,,,,,,12,,153475,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-throwing,,SKIP,,,,,,,,12,,153477,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-throwing-arrows,,SKIP,,,,,,,,12,,153478,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-unified-inventory,,SKIP,,,,,,,,12,,153480,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-unifieddyes,,SKIP,,,,,,,,12,,153481,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-worldedit,,SKIP,,,,,,,,12,,153482,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetest-mod-xdecor,,SKIP,,,,,,,,12,,153483,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,minetestmapper,,SKIP,,,,,,,,1,,27072,"See minetest.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
science geography,qgis-plugin-grass,,SKIP,,,,,,,,230,,7620,"See qgis.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,gnome-games,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,kdegames,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,kdeedu,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-astronomy,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-chemistry,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-electronics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-geography,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-graphics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-language,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-logic-games,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-mathematics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-misc,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-music,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-physics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-primaryschool,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,education-video,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-biology,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-chemistry,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-dataacquisition,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-datamanagement,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-economics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-electrophysiology,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-engineering,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-financial,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-geography,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-geometry,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-highenergy-physics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-imageanalysis,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-imageanalysis-dev,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-linguistics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-logic,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-mathematics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-meteorology,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-nanoscale-physics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-neuroscience-cognitive,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-neuroscience-modeling,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-physics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-presentation,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-psychophysics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-robotics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-simulations,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-statistics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-typesetting,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-viewing,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-workflow,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,gis-workstation,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,science-electronics,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,med-imaging,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,med-bio,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,med-bio-dev,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,electronics-all,,SKIP,,,,,,,,,,,"Metapackage.  See the individual packages."
games PrisonPC,pinball-table-gnu,,SKIP,,,,,,,,,,,"See pinball.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,pinball-table-hurd,,SKIP,,,,,,,,,,,"See pinball.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,uqm-content,,SKIP,,,,,,,,,,,"See uqm.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,uqm-music,,SKIP,,,,,,,,19,,,"See uqm.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,uqm-voice,,SKIP,,,,,,,,111,,,"See uqm.  Too big!  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,colobot-common-sounds,,SKIP,,,,,,,,,,,"See colobot.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,colobot-common-textures,,SKIP,,,,,,,,,,,"See colobot.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,freedink-engine,,SKIP,,,,,,,,,,,"See freedink.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,freedink-dfarc,,SKIP,,,,,,,,,,,"See freedink.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,holotz-castle-editor,,SKIP,,,,,,,,,,,"See holotz-castle.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,flare,,SKIP,,,,,,,,,,,"See flare-rpg.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,flare-engine,,SKIP,,,,,,,,,,,"See flare-rpg.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,csmash-demosong,,SKIP,,,,,,,,,,,"See csmash.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,planetblupi-music-midi,,SKIP,,,,,,,,,,,"See planetblupi.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,planetblupi-music-ogg,,SKIP,,,,,,,,,,,"See planetblupi.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,crafty,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,fairymax,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,fruit,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,glaurung,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,gnuchess,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,hoichess,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,phalanx,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,sjeng,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,stockfish,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,fairy-stockfish,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,toga2,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,ethereal-chess,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,sjaakii,Chess Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,crazywa,Shogi Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,hachu,Shogi Backend,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,crafty-bitmaps,Chess Bullshit,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,crafty-books-medium,Chess Bullshit,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,crafty-books-medtosmall,Chess Bullshit,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
-,crafty-books-small,Chess Bullshit,SKIP,,,,,,,,,,,"See gnome-chess.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,crossfire-client-images,,SKIP,,,,,,,,,,,"See crossfire-client.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
